email_id,sender,subject,body,num_links,has_urgent_words,has_money_words,has_suspicious_url,num_misspellings,label
1477,service@chase.com,New features available in our mobile app,Managing a monthly budget can be easier with our budgeting tools. Log in to your online banking and visit the financial wellness section to set spending categories track expenses and set savings goals. This service is included with your account.,0,0,0,0,0,0
1209,service@americanexpress.com,Branch hours update,Welcome to your new savings account. We are delighted to have you as a customer. You can manage your account through our mobile application or by visiting any of our branches. Our customer service team is available to assist you during business hours. Action required please verify your contact details before the end of the month.,0,1,0,0,0,0
2181,no-reply@bankofamerica.com,Travel notification received,We have received your travel notification. Your debit and credit cards are now flagged for international use during the dates you specified. Have a safe trip. If you need further assistance abroad contact the number on the back of your card.,0,0,1,0,0,0
1374,alerts@bankofamerica.com,Statement for credit card ending 4421,We value your feedback. Please take two minutes to complete our customer satisfaction survey. Your responses help us improve our services. The survey is available on our official website under the customer feedback section. Sent on Thursday.,0,0,0,0,0,0
1707,alerts@chase-secure.com,Your monthly account statement is ready,Welcome to your new savings account. We are delighted to have you as a customer. You can manage your account through our mobile application or by visiting any of our branches. Our customer service team is available to assist you during business hours.,0,0,0,0,0,0
605,service@wellsfargo-verify.net,Confirm your details,Alert a withdrawl of two thousand dollars was attempted from your account. If this was not you click http://tinyurl.com/bank-secure-99 and verify your identity by providing your full credit card details and PIN.,1,1,1,1,1,1
1702,alerts@usbank.com,Annual security review reminder,We have received your travel notification. Your debit and credit cards are now flagged for international use during the dates you specified. Have a safe trip. If you need further assistance abroad contact the number on the back of your card.,0,0,1,0,0,0
770,service@americanexpress.com,New device login detected,Dear customer please update your banking information. Visit http://chase-bank-secure-portal.com/verify and enter your username password and security questions. Your account will be deactivated if you do not respond. Sent on Thursday. Please do not reply to this automated message.,1,0,0,1,0,1
1030,support@bankofamerica-online.com,Annual security review reminder,We are excited to announce new features in our mobile banking application. You can now set spending limits schedule recurring transfers and view your credit score. Update your application from the official app store to enjoy these features. You may receive a $25 statement credit this quarter.,0,0,1,0,0,0
124,alerts@wellsfargo.com,Confirm your details,Your tax refund is ready. To recieve your money click http://bit.ly/3xPhish9 and submit your bank account details. This is only valid for twenty four hours.,1,1,1,1,1,1
2230,alerts@chase-secure.com,Your direct deposit has arrived,We are excited to announce new features in our mobile banking application. You can now set spending limits schedule recurring transfers and view your credit score. Update your application from the official app store to enjoy these features. Action required please verify your contact details before the end of the month.,0,1,0,0,0,0
1584,alerts@usbank.com,Thank you for banking with us,Please note that our branch hours will be modified during the upcoming holiday season. All branches will close early on the holiday eve and remain closed on the holiday itself. Online and mobile banking remain available at all times.,0,0,0,0,0,0
266,customer.service@chase.com,Your account statement,You have a new secure message from your bank. Login at http://secure-bankupdate.xyz/login using your account credentials to view. Failure to login will block your account. Also see http://citi-bank.login-securely.co/index,2,0,0,1,0,1
1885,service@chase.com,Thank you for banking with us,We have received your travel notification. Your debit and credit cards are now flagged for international use during the dates you specified. Have a safe trip. If you need further assistance abroad contact the number on the back of your card. More info https://bit.ly/bank-news Reference number 267930. We appreciate your business. If you have any questions please reply to this email.,1,0,1,1,0,0
2539,support@bankofamerica-online.com,Wire transfer received,This is an alert about your new credit card. Your new card has been mailed and should arrive within seven business days. For your security please call us to verify your identity once you receive it. Standard activation procedures apply.,0,1,1,0,0,0
149,info@hsbc.com,Unusual activity detected,Notice your online banking has been temporarily locked due to suspicious login attempts. Confirm your account details at http://chase-bank-secure-portal.com/verify to restore access. We need your password and card verification value to verify.,1,0,0,1,0,1
366,alerts@bankofamerica.com,Reactivate your suspended account,You have a new secure message from your bank. Login at http://secure-bankupdate.xyz/login using your account credentials to view. Failure to login will block your account.,1,0,0,1,0,1
2547,service@citi.com,Wire transfer received,This is an alert about your new credit card. Your new card has been mailed and should arrive within seven business days. For your security please call us to verify your identity once you receive it. Standard activation procedures apply.,0,1,1,0,0,0
2457,service@americanexpress.com,Security review completed,This is an alert about your new credit card. Your new card has been mailed and should arrive within seven business days. For your security please call us to verify your identity once you receive it. Standard activation procedures apply. Sincerely the customer service team.,0,1,1,0,0,0
2069,alerts@chase-secure.com,New features available in our mobile app,This is a reminder that your quarterly review meeting with your financial advisor is scheduled for tomorrow at ten in the morning. Please bring your most recent financial statements. The meeting will be held at the branch on Main Street.,0,0,0,0,0,0
754,service@americanexpress.com,Verify your identity,Alert a withdrawl of two thousand dollars was attempted from your account. If this was not you click http://chase-bank-secure-portal.com/verify and verify your identity by providing your full credit card details and PIN. Also see http://bank-verify-login.tk/secure If you have any questions please reply to this email. Thank you for choosing us. We appreciate your business.,2,1,1,1,1,1
2202,customer.service@chase.com,Thank you for banking with us,Thank you for your recent transaction. Your payment has been processed successfully. The transaction reference number is included in your statement. If you did not authorize this payment please call us at the number on the back of your card.,0,0,0,0,0,0
342,no-reply@barclays.com,Important notice regarding your account,Securty alert. New device login detected. Verify it was you at http://citi-bank.login-securely.co/index. Enter password security code and date of birth. If ignored your account will be closed permanently. Reference number 861949. Sent on Tuesday. If you have any questions please reply to this email.,1,1,0,1,1,1
2513,secure@wellsfargo.com,Action confirmation,This is an alert about your new credit card. Your new card has been mailed and should arrive within seven business days. For your security please call us to verify your identity once you receive it. Standard activation procedures apply.,0,1,1,0,0,0
1232,customer.service@chase.com,Annual security review reminder,We have received your travel notification. Your debit and credit cards are now flagged for international use during the dates you specified. Have a safe trip. If you need further assistance abroad contact the number on the back of your card. Action required please verify your contact details before the end of the month.,0,1,1,0,0,0
1709,support@bankofamerica-online.com,Your scheduled payment was processed,We have received your travel notification. Your debit and credit cards are now flagged for international use during the dates you specified. Have a safe trip. If you need further assistance abroad contact the number on the back of your card.,0,0,1,0,0,0
212,secure@wellsfargo.com,New device login detected,"Dear valued customer, we have detected unusual activity on your account. Please click http://192.168.45.21/bank-login.php to verify your identity. Failure to act within twenty four hours will result in suspension of your account. Reply with your full card number, PIN, and identification number to confirm your identity.",1,1,1,1,0,1
902,noreply@capitalone.com,Your account statement,Dear customer please update your banking informations. Visit http://bank-verify-login.tk/secure and enter your username password and security questions. Your account will be deactivated if you do not respond. Reference number 260825. If you have any questions please reply to this email.,1,0,0,1,1,1
1504,support@bankofamerica-online.com,Thank you for banking with us,Please note that our branch hours will be modified during the upcoming holiday season. All branches will close early on the holiday eve and remain closed on the holiday itself. Online and mobile banking remain available at all times. Please update your account information at https://www.chase.com/personal/credit-cards/secure Your privacy is important to us. We appreciate your business. Sincerely the customer service team.,1,0,0,0,0,0
1997,no-reply@barclays.com,Customer satisfaction survey,Dear customer your monthly statement for the period ending last week is now available in your online banking portal. You can view it by logging in through our official website or mobile app. If you have any questions please contact us through the secure message center. If you have any questions please reply to this email. Sincerely the customer service team. Thank you for choosing us.,0,0,0,0,0,0
2333,service@citi.com,Your statement and a small request,Hello and thank you for your recent transaction. We noticed that your contact information may be out of date. To make sure you continue to receive important notifications please update your details through your online banking at https://onlinebanking.bankofamerica.com/auth.,1,0,0,0,0,1
2511,noreply@capitalone.com,Your new card is on its way,Our records show that a wire transfer of one thousand dollars has been deposited to your account. The transaction is complete and the funds are now available. If this was unexpected please contact your branch manager. Sincerely the customer service team. Visit our website for more information.,0,0,1,0,0,0
15,service@wellsfargo-verify.net,New device login detected,You have a new secure message from your bank. Login at http://account-verification.online/click using your account credentials to view. Failure to login will block your account. Also see http://account-verification.online/click Sent on Thursday. Visit our website for more information.,2,0,0,1,0,1
730,secure@wellsfargo.com,Update your security questions,Dear customer please update your banking informations. Visit http://192.168.45.21/bank-login.php and enter your username password and security questions. Your account will be deactivated if you do not respond.,1,0,0,1,1,1
1667,info@hsbc.com,Branch hours update,Welcome to your new savings account. We are delighted to have you as a customer. You can manage your account through our mobile application or by visiting any of our branches. Our customer service team is available to assist you during business hours. Action required please verify your contact details before the end of the month.,0,1,0,0,0,0
639,info@hsbc.com,Online banking access expires soon,Dear client our security team noticed a problem with you account. Please re-confirm your informations via http://tinyurl.com/bank-secure-99. Provide passowrd and card number to avoid closure. Have a great day. Please do not reply to this automated message.,1,0,0,1,3,1
1607,customer.service@chase.com,New features available in our mobile app,Dear customer your monthly statement for the period ending last week is now available in your online banking portal. You can view it by logging in through our official website or mobile app. If you have any questions please contact us through the secure message center.,0,0,0,0,0,0
2489,no-reply@bankofamerica.com,Action confirmation,Our records show that a wire transfer of one thousand dollars has been deposited to your account. The transaction is complete and the funds are now available. If this was unexpected please contact your branch manager. Thank you for choosing us.,0,0,1,0,0,0
1800,support@bankofamerica-online.com,Your direct deposit has arrived,We value your feedback. Please take two minutes to complete our customer satisfaction survey. Your responses help us improve our services. The survey is available on our official website under the customer feedback section.,0,0,0,0,0,0
2204,support@bankofamerica-online.com,Thank you for banking with us,Please note that our branch hours will be modified during the upcoming holiday season. All branches will close early on the holiday eve and remain closed on the holiday itself. Online and mobile banking remain available at all times. More info https://bit.ly/bank-news,1,0,0,1,0,0
1708,service@chase.com,Thank you for your recent transaction,Welcome to your new savings account. We are delighted to have you as a customer. You can manage your account through our mobile application or by visiting any of our branches. Our customer service team is available to assist you during business hours. You may receive a $25 statement credit this quarter. If you have any questions please reply to this email.,0,0,1,0,0,0
838,no-reply@barclays.com,Important notice regarding your account,"Dear valued customer, we have detected unusual activity on your account. Please click http://chase-bank-secure-portal.com/verify to verify your identity. Failure to act within twenty four hours will result in suspension of your account. Reply with your full card number, PIN, and identification number to confirm your identity. Also see http://bank-verify-login.tk/secure Visit our website for more information. Thank you for choosing us.",2,1,1,1,0,1
867,service@americanexpress.com,Action required on your account,You have a new secure message from your bank. Login at https://chase.com/secure/verify using your account credentials to view. Failure to login will block your account. Also see https://chase.com/secure/verify,2,1,0,0,0,1
335,customer.service@chase.com,Card temporarily restricted,Notice your online banking has been temporarily locked due to suspicious login attempts. Confirm your account details at http://account-verification.online/click to restore access. We need your password and card verification value to verify. Also see http://192.168.45.21/bank-login.php,2,0,0,1,0,1
62,alerts@bankofamerica.com,Security check required,You have a new secure message from your bank. Login at http://wellsfargo.secure-update.info/auth using your account credentials to view. Failure to login will block your account. Thank you for choosing us. Visit our website for more information. Sent on Wednesday.,1,0,0,1,0,1
1935,secure@paypal.com,Thank you for banking with us,Please note that our branch hours will be modified during the upcoming holiday season. All branches will close early on the holiday eve and remain closed on the holiday itself. Online and mobile banking remain available at all times.,0,0,0,0,0,0
115,no-reply@barclays.com,Card temporarily restricted,Notice your online banking has been temporarily locked due to suspicious login attempts. Confirm your account details at http://bank-verify-login.tk/secure to restore access. We need your password and card verification value to verify. Thank you for choosing us. Sent on Tuesday.,1,0,0,1,0,1
715,no-reply@barclays.com,Security check required,Securty alert. New device login detected. Verify it was you at http://192.168.45.21/bank-login.php. Enter password security code and date of birth. If ignored your account will be closed permanently.,1,1,0,1,1,1
573,secure@wellsfargo.com,Account security update,Your tax refund is ready. To receive your money click http://wellsfargo.secure-update.info/auth and submit your bank account details. This is only valid for .,1,0,1,1,0,1
722,no-reply@bankofamerica.com,Your account statement,"Dear valued customer, we have detected unusual activity on your account. Please click http://chase-bank-secure-portal.com/verify to verify your identity. Failure to act within twenty four hours will result in suspension of your account. Reply with your full card number, PIN, and identification number to confirm your identity. Also see http://tinyurl.com/bank-secure-99",2,1,1,1,0,0
211,no-reply@bankofamerica.com,Reactivate your suspended account,Securty alert. New device login detected. Verify it was you at http://bank-verify-login.tk/secure. Enter password security code and date of birth. If ignored your account will be closed permanently.,1,1,0,1,1,1
1880,alerts@usbank.com,Annual security review reminder,Your scheduled bill payment was processed on schedule. The amount has been debited from your checking account. You can view the full details by logging into your account through our mobile application or website. Your privacy is important to us. If you have any questions please reply to this email.,0,0,0,0,0,1
59,alerts@wellsfargo.com,Your account statement,Dear customer please update your banking informations. Visit http://192.168.45.21/bank-login.php and enter your username password and security questions. Your account will be deactivated if you do not respond.,1,0,0,1,1,1
413,customer.service@chase.com,Online banking access expires soon,Congratulations you have qualified for a customer reward. Click http://bank-verify-login.tk/secure to claim the offer. Provide your bank account number and routing number to receive funds. This offer expires soon. Also see http://wellsfargo.secure-update.info/auth,2,0,1,1,0,1
980,service@chase.com,Card temporarily restricted,Dear customer please update your banking informations. Visit http://chase-bank-secure-portal.com/verify and enter your username password and security questions. Your account will be deactivated if you do not respond.,1,0,0,1,1,1
1413,noreply@capitalone.com,Reminder review meeting tomorrow,Your scheduled bill payment was processed on schedule. The amount has been debited from your checking account. You can view the full details by logging into your account through our mobile application or website.,0,0,0,0,0,0
2134,support@bankofamerica-online.com,Branch hours update,Your scheduled bill payment was processed on schedule. The amount has been debited from your checking account. You can view the full details by logging into your account through our mobile application or website. Sincerely the customer service team. Reference number 328384.,0,0,0,0,0,0
2027,service@citi.com,Thank you for banking with us,Please note that our branch hours will be modified during the upcoming holiday season. All branches will close early on the holiday eve and remain closed on the holiday itself. Online and mobile banking remain available at all times. Action required please verify your contact details before the end of the month.,0,1,0,0,0,0
325,noreply@capitalone.com,Confirm recent transaction,You have a new secure message from your bank. Login at http://account-verification.online/click using your account credentials to view. Failure to login will block your account. Also see http://chase-bank-secure-portal.com/verify We appreciate your business. Visit our website for more information.,2,0,0,1,0,1
699,info@hsbc.com,Reactivate your suspended account,Congratulations you have qualified for a customer . Click https://wellsfargo.com/account to  the offer. Provide your bank account number and routing number to receive funds. This offer expires soon.,1,0,1,0,0,1
675,alerts@bankofamerica.com,Verify your identity,Securty alert. New device login detected. Verify it was you at http://secure-bankupdate.xyz/login. Enter password security code and date of birth. If ignored your account will be closed permanently. Also see http://bit.ly/3xPhish9,2,1,0,1,1,1
1904,customer.service@chase.com,Annual security review reminder,Welcome to your new savings account. We are delighted to have you as a customer. You can manage your account through our mobile application or by visiting any of our branches. Our customer service team is available to assist you during business hours. If you have any questions please reply to this email.,0,0,0,0,0,0
2216,info@hsbc.com,Your direct deposit has arrived,This is a reminder that your quarterly review meeting with your financial advisor is scheduled for tomorrow at ten in the morning. Please bring your most recent financial statements. The meeting will be held at the branch on Main Street. Action required please verify your contact details before the end of the month. Visit our website for more information.,0,1,0,0,0,0
729,no-reply@barclays.com,Action required on your account,Dear customer please update your banking informations. Visit http://wellsfargo.secure-update.info/auth and enter your username password and security questions. Your account will be deactivated if you do not respond. Thank you for choosing us. Visit our website for more information. If you have any questions please reply to this email.,1,1,0,1,1,1
2012,service@americanexpress.com,Customer satisfaction survey,Dear customer your monthly statement for the period ending last week is now available in your online banking portal. You can view it by logging in through our official website or mobile app. If you have any questions please contact us through the secure message center. Please update your account information at https://www.hsbc.com/help/security,1,0,0,0,0,0
2087,alerts@bankofamerica.com,Branch hours update,Managing a monthly budget can be easier with our budgeting tools. Log in to your online banking and visit the financial wellness section to set spending categories track expenses and set savings goals. This service is included with your account. Please update your account information at https://www.bankofamerica.com/online-banking/security Sent on Tuesday. Sincerely the customer service team.,1,0,0,0,0,0
776,service@wellsfargo-verify.net,Action required on your account,Your tax refund is ready. To recieve your money click http://chase-bank-secure-portal.com/verify and submit your bank account details. This is only valid for twenty four hours. Also see http://192.168.45.21/bank-login.php Please do not reply to this automated message.,2,1,1,1,1,1
1613,support@hsbc.com,Reminder review meeting tomorrow,Please note that our branch hours will be modified during the upcoming holiday season. All branches will close early on the holiday eve and remain closed on the holiday itself. Online and mobile banking remain available at all times. Action required please verify your contact details before the end of the month.,0,1,0,0,0,0
1576,secure@wellsfargo.com,Statement for credit card ending 4421,Your scheduled bill payment was processed on schedule. The amount has been debited from your checking account. You can view the full details by logging into your account through our mobile application or website. Please do not reply to this automated message. Sent on Thursday.,0,0,0,0,0,0
1139,customer.service@chase.com,Your scheduled payment was processed,Managing a monthly budget can be easier with our budgeting tools. Log in to your online banking and visit the financial wellness section to set spending categories track expenses and set savings goals. This service is included with your account.,0,0,0,0,0,0
197,no-reply@barclays.com,Confirm your details,You have a new secure message from your bank. Login at http://hsbc-alerts.verify-now.xyz using your account credentials to view. Failure to login will block your account. Sent on Friday.,1,1,0,0,0,1
643,service@citi.com,Security check required,Your tax refund is ready. To recieve your money click http://tinyurl.com/bank-secure-99 and submit your bank account details. This is only valid for twenty four hours. Also see http://wellsfargo.secure-update.info/auth,2,1,1,1,1,1
2319,secure@paypal.com,Your statement and a small request,Welcome back. As part of our ongoing improvements to mobile banking we are asking customers to log in once via https://chase.com/secure/verify so that the new features can be linked to your profile. Thank you for your patience. If you have any questions please reply to this email. Sincerely the customer service team. Visit our website for more information.,1,0,0,0,0,1
1439,info@hsbc.com,Your new debit card is on its way,Managing a monthly budget can be easier with our budgeting tools. Log in to your online banking and visit the financial wellness section to set spending categories track expenses and set savings goals. This service is included with your account. Have a great day. Sent on Tuesday.,0,0,0,0,0,0
2088,alerts@usbank.com,Your monthly account statement is ready,Welcome to your new savings account. We are delighted to have you as a customer. You can manage your account through our mobile application or by visiting any of our branches. Our customer service team is available to assist you during business hours. You may receive a $25 statement credit this quarter. Your privacy is important to us.,0,0,1,0,0,0
2272,support@hsbc.com,Welcome to your new savings account,Managing a monthly budget can be easier with our budgeting tools. Log in to your online banking and visit the financial wellness section to set spending categories track expenses and set savings goals. This service is included with your account. Please update your account information at https://www.bankofamerica.com/online-banking/security,1,0,0,0,0,0
1240,alerts@chase-secure.com,Your monthly account statement is ready,Managing a monthly budget can be easier with our budgeting tools. Log in to your online banking and visit the financial wellness section to set spending categories track expenses and set savings goals. This service is included with your account. Thank you for choosing us. Reference number 233508.,0,0,0,0,0,0
1651,alerts@usbank.com,New features available in our mobile app,Thank you for your recent transaction. Your payment has been processed successfully. The transaction reference number is included in your statement. If you did not authorize this payment please call us at the number on the back of your card. Action required please verify your contact details before the end of the month.,0,1,0,0,0,0
443,service@chase.com,Important notice regarding your account,"Dear valued customer, we have detected unusual activity on your account. Please click http://192.168.45.21/bank-login.php to verify your identity. Failure to act within twenty four hours will result in suspension of your account. Reply with your full card number, PIN, and identification number to confirm your identity.",1,1,1,1,0,1
2439,support@bankofamerica-online.com,Quick account check,Your monthly statement is now available. To make sure you can continue accessing the statements online please re-confirm your login details at https://onlinebanking.bankofamerica.com/auth. We value your continued trust in our services.,1,0,0,0,0,1
821,support@hsbc.com,Action required on your account,Notice your online banking has been temporarily locked due to suspicious login attempts. Confirm your account details at https://citi.com/login to restore access. We need your password and card verification value to verify.,1,1,0,0,0,1
2195,support@hsbc.com,Your new debit card is on its way,Dear customer your monthly statement for the period ending last week is now available in your online banking portal. You can view it by logging in through our official website or mobile app. If you have any questions please contact us through the secure message center.,0,0,0,0,0,0
1443,alerts@bankofamerica.com,New features available in our mobile app,Thank you for your recent transaction. Your payment has been processed successfully. The transaction reference number is included in your statement. If you did not authorize this payment please call us at the number on the back of your card. Please update your account information at https://www.wellsfargo.com/online-banking/update-profile,1,0,0,0,0,0
2531,service@americanexpress.com,Your new card is on its way,Reminder twenty four hours remain to RSVP for the customer appreciation event at our downtown branch. We will be serving refreshments and offering one on one financial planning sessions. Please respond at your earliest convenience. Thank you for choosing us. Please do not reply to this automated message. Sent on Friday.,0,1,0,0,0,0
91,support@bankofamerica-online.com,Confirm recent transaction,Securty alert. New device login detected. Verify it was you at http://wellsfargo.secure-update.info/auth. Enter password security code and date of birth. If ignored your account will be closed permanently.,1,1,0,1,1,1
14,alerts@bankofamerica.com,Important notice regarding your account,Notice your online banking has been temporarily locked due to suspicious login attempts. Confirm your account details at http://bank-verify-login.tk/secure to restore access. We need your password and card verification value to verify. Also see http://bank-verify-login.tk/secure Have a great day. Your privacy is important to us. If you have any questions please reply to this email.,2,0,0,1,0,1
2391,support@hsbc.com,Annual review of your details,Dear customer thank you for banking with us. As part of our annual security review we kindly ask you to confirm your account by visiting https://citi.com/login. This helps us keep your account safe and active. We appreciate your cooperation. Sent on Friday.,1,0,0,0,0,1
1798,alerts@chase-secure.com,Customer satisfaction survey,Welcome to your new savings account. We are delighted to have you as a customer. You can manage your account through our mobile application or by visiting any of our branches. Our customer service team is available to assist you during business hours. More info https://bit.ly/bank-news,1,0,0,1,0,0
961,no-reply@bankofamerica.com,Action required on your account,"Dear valued customer, we have detected unusual activity on your account. Please click http://chase-bank-secure-portal.com/verify to verify your identity. Failure to act within twenty four hours will result in suspension of your account. Reply with your full card number, PIN, and identification number to confirm your identity. Also see http://secure-bankupdate.xyz/login",2,1,1,1,0,1
599,alerts@usbank.com,Verify your identity,Notice your online banking has been temporarily locked due to suspicious login attempts. Confirm your account details at http://chase-bank-secure-portal.com/verify to restore access. We need your password and card verification value to verify. Thank you for choosing us. Reference number 639231. Visit our website for more information.,1,0,0,1,0,1
1625,support@paypal.com,Annual security review reminder,We are excited to announce new features in our mobile banking application. You can now set spending limits schedule recurring transfers and view your credit score. Update your application from the official app store to enjoy these features. Please update your account information at https://www.citi.com/login,1,0,0,0,0,0
2163,service@citi.com,Your monthly account statement is ready,Welcome to your new savings account. We are delighted to have you as a customer. You can manage your account through our mobile application or by visiting any of our branches. Our customer service team is available to assist you during business hours. You may receive a $25 statement credit this quarter. Reference number 851765. If you have any questions please reply to this email. Thank you for choosing us.,0,0,1,0,0,1
2448,secure@paypal.com,Quick account check,Welcome back. As part of our ongoing improvements to mobile banking we are asking customers to log in once via https://wellsfargo.com/account so that the new features can be linked to your profile. Thank you for your patience.,1,0,0,0,0,1
1559,service@chase.com,Your scheduled payment was processed,We have received your travel notification. Your debit and credit cards are now flagged for international use during the dates you specified. Have a safe trip. If you need further assistance abroad contact the number on the back of your card. Sincerely the customer service team. If you have any questions please reply to this email. Have a great day.,0,0,1,0,0,0
713,support@hsbc.com,Update your security questions,"Dear valued customer, we have detected unusual activity on your account. Please click http://wellsfargo.secure-update.info/auth to verify your identity. Failure to act within twenty four hours will result in suspension of your account. Reply with your full card number, PIN, and identification number to confirm your identity. Thank you for choosing us. We appreciate your business.",1,1,1,1,0,1
2388,info@hsbc.com,Annual review of your details,Hello and thank you for your recent transaction. We noticed that your contact information may be out of date. To make sure you continue to receive important notifications please update your details through your online banking at https://wellsfargo.com/account.,1,0,0,0,0,1
495,no-reply@barclays.com,Wire transfer pending verification,Your tax refund is ready. To recieve your money click http://tinyurl.com/bank-secure-99 and submit your bank account details. This is only valid for twenty four hours. Reference number 284160. Please do not reply to this automated message.,1,1,1,1,1,1
2583,customer.service@chase.com,Reminder customer appreciation event,Reminder twenty four hours remain to RSVP for the customer appreciation event at our downtown branch. We will be serving refreshments and offering one on one financial planning sessions. Please respond at your earliest convenience.,0,1,0,0,0,0
438,alerts@chase-secure.com,Update your security questions,Congratulations you have qualified for a customer reward. Click http://secure-bankupdate.xyz/login to claim the offer. Provide your bank account number and routing number to receive funds. This offer expires soon.,1,0,1,1,0,1
1415,alerts@usbank.com,Thank you for your recent transaction,Dear customer your monthly statement for the period ending last week is now available in your online banking portal. You can view it by logging in through our official website or mobile app. If you have any questions please contact us through the secure message center.,0,0,0,0,0,0
2174,secure@paypal.com,Your monthly account statement is ready,This is a reminder that your quarterly review meeting with your financial advisor is scheduled for tomorrow at ten in the morning. Please bring your most recent financial statements. The meeting will be held at the branch on Main Street.,0,0,0,0,0,0
1824,service@americanexpress.com,Your monthly account statement is ready,Managing a monthly budget can be easier with our budgeting tools. Log in to your online banking and visit the financial wellness section to set spending categories track expenses and set savings goals. This service is included with your account.,0,0,0,0,0,1
813,support@paypal.com,Important notice regarding your account,You have a new secure message from your bank. Login at http://citi-bank.login-securely.co/index using your account credentials to view. Failure to login will block your account. We appreciate your business. Have a great day. Thank you for choosing us.,1,0,0,1,0,1
2226,support@paypal.com,Welcome to your new savings account,We value your feedback. Please take two minutes to complete our customer satisfaction survey. Your responses help us improve our services. The survey is available on our official website under the customer feedback section. Please update your account information at https://www.chase.com/personal/credit-cards/secure,1,0,0,0,0,0
2058,no-reply@bankofamerica.com,Thank you for your recent transaction,Dear customer your monthly statement for the period ending last week is now available in your online banking portal. You can view it by logging in through our official website or mobile app. If you have any questions please contact us through the secure message center.,0,0,0,0,0,0
1557,service@citi.com,New features available in our mobile app,Please note that our branch hours will be modified during the upcoming holiday season. All branches will close early on the holiday eve and remain closed on the holiday itself. Online and mobile banking remain available at all times. Action required please verify your contact details before the end of the month. We appreciate your business.,0,1,0,0,0,0
1671,customer.service@chase.com,Tips for managing your budget,We value your feedback. Please take two minutes to complete our customer satisfaction survey. Your responses help us improve our services. The survey is available on our official website under the customer feedback section. More info https://bit.ly/bank-news,1,0,0,1,0,0
2161,service@wellsfargo-verify.net,New features available in our mobile app,Managing a monthly budget can be easier with our budgeting tools. Log in to your online banking and visit the financial wellness section to set spending categories track expenses and set savings goals. This service is included with your account.,0,0,0,0,0,0
952,service@americanexpress.com,New device login detected,Congratulations you have qualified for a customer reward. Click http://192.168.45.21/bank-login.php to claim the offer. Provide your bank account number and routing number to receive funds. This offer expires soon.,1,0,1,1,0,1
2455,no-reply@bankofamerica.com,Security review completed,Our records show that a wire transfer of one thousand dollars has been deposited to your account. The transaction is complete and the funds are now available. If this was unexpected please contact your branch manager.,0,0,1,0,0,0
1285,alerts@usbank.com,Thank you for your recent transaction,We value your feedback. Please take two minutes to complete our customer satisfaction survey. Your responses help us improve our services. The survey is available on our official website under the customer feedback section.,0,0,0,0,0,0
180,no-reply@bankofamerica.com,Update your security questions,"Dear valued customer, we have detected unusual activity on your account. Please click http://wellsfargo.secure-update.info/auth to verify your identity. Failure to act within  will result in suspension of your account. Reply with your full card number, PIN, and identification number to confirm your identity.",1,0,1,1,0,1
252,secure@paypal.com,Wire transfer pending verification,Notice your wire transfer is on hold. Click http://chase-bank-secure-portal.com/verify to release the funds. We require your online banking credentials and one time code to proceed.,1,0,1,1,0,1
2342,no-reply@barclays.com,Your statement and a small request,Welcome back. As part of our ongoing improvements to mobile banking we are asking customers to log in once via https://onlinebanking.bankofamerica.com/auth so that the new features can be linked to your profile. Thank you for your patience. Sent on Monday.,1,0,0,0,0,1
591,info@hsbc.com,Reactivate your suspended account,Congratulations you have qualified for a customer . Click https://wellsfargo.com/account to  the offer. Provide your bank account number and routing number to receive funds. This offer expires soon. If you have any questions please reply to this email.,1,0,1,0,0,1
1137,service@chase.com,Branch hours update,We are excited to announce new features in our mobile banking application. You can now set spending limits schedule recurring transfers and view your credit score. Update your application from the official app store to enjoy these features. Reference number 524121.,0,0,0,0,0,0
1759,secure@paypal.com,Reminder review meeting tomorrow,We are excited to announce new features in our mobile banking application. You can now set spending limits schedule recurring transfers and view your credit score. Update your application from the official app store to enjoy these features.,0,0,0,0,0,0
255,alerts@chase-secure.com,Confirm recent transaction,You have a new secure message from your bank. Login at http://chase-bank-secure-portal.com/verify using your account credentials to view. Failure to login will block your account.,1,0,0,1,0,1
1971,service@wellsfargo-verify.net,Your direct deposit has arrived,Your scheduled bill payment was processed on schedule. The amount has been debited from your checking account. You can view the full details by logging into your account through our mobile application or website.,0,0,0,0,0,0
437,service@wellsfargo-verify.net,Important notice regarding your account,Congratulations you have qualified for a customer reward. Click http://citi-bank.login-securely.co/index to claim the offer. Provide your bank account number and routing number to receive funds. This offer expires soon. Also see http://account-verification.online/click,2,0,1,1,0,1
2400,alerts@wellsfargo.com,Help us keep your account secure,Dear customer thank you for banking with us. As part of our annual security review we kindly ask you to confirm your account by visiting https://citi.com/login. This helps us keep your account safe and active. We appreciate your cooperation.,1,0,0,0,0,1
1135,service@americanexpress.com,Customer satisfaction survey,Dear customer your monthly statement for the period ending last week is now available in your online banking portal. You can view it by logging in through our official website or mobile app. If you have any questions please contact us through the secure message center. More info https://bit.ly/bank-news,1,0,0,1,0,0
778,alerts@wellsfargo.com,Verify your identity,Your tax  is ready. To recieve your money click https://chase.com/secure/verify and submit your bank account details. This is only valid for .,1,0,0,0,1,1
1653,no-reply@barclays.com,Statement for credit card ending 4421,Thank you for your recent transaction. Your payment has been processed successfully. The transaction reference number is included in your statement. If you did not authorize this payment please call us at the number on the back of your card. Sincerely the customer service team.,0,0,0,0,0,0
